service_id,brand,model,model_year,service_date,service_type,service_cost
855,Ford,F-150 Lariat,2019,2022-05-04,Oil Change,347.13
856,Ford,Bronco,1974,2022-05-05,Engine Check,306.09
857,Land,Rover Discovery Sport S R-Dynamic,2022,2022-05-06,Engine Check,329.31
858,Mazda,Mazda6 Touring,2020,2022-05-07,Tire Rotation,456.06
859,Kia,Optima EX,2015,2022-05-08,Tire Rotation,237.92
860,Lexus,RX 350 Base,2009,2022-05-09,Tire Rotation,357.83
861,Mitsubishi,Outlander Sport 2.4 SE,2016,2022-05-10,Oil Change,61.95
862,Mercedes-Benz,GLS 450 Base 4MATIC,2017,2022-05-11,Engine Check,190.4
863,Audi,A3 2.0T Premium,2019,2022-05-12,Oil Change,161.94
864,Audi,A4 2.0T Premium,2015,2022-05-13,Oil Change,135.13
865,Mercedes-Benz,CLA-Class CLA 250,2016,2022-05-14,Engine Check,201.96
866,INFINITI,FX50 Base,2011,2022-05-15,Brake Replacement,388.33
867,Kia,K5 EX,2021,2022-05-16,Engine Check,270.23
868,BMW,X5 eDrive xDrive40e,2018,2022-05-17,Tire Rotation,327.15
869,Mercedes-Benz,SLK-Class SLK230 Kompressor,2003,2022-05-18,Engine Check,195.15
870,Jeep,Wrangler SE,2003,2022-05-19,Brake Replacement,477.59
871,Kia,Telluride SX,2020,2022-05-20,Oil Change,96.59
872,Land,Rover LR4 Lux,2012,2022-05-21,Tire Rotation,444.28
873,Jaguar,XKR Base,2007,2022-05-22,Oil Change,67.29
874,BMW,M4 Base,2020,2022-05-23,Brake Replacement,119.94
875,BMW,M340 i xDrive,2022,2022-05-24,Oil Change,128.82
876,Mercedes-Benz,AMG GLE 53 AMG GLE 53,2021,2022-05-25,Tire Rotation,381.2
877,RAM,1500 Laramie,2022,2022-05-26,Engine Check,96.42
878,BMW,ALPINA B7 Base,2013,2022-05-27,Tire Rotation,495.53
879,Mercedes-Benz,C-Class C280 4MATIC,2007,2022-05-28,Brake Replacement,125.67
880,Jeep,Compass High Altitude,2017,2022-05-29,Brake Replacement,496.45
881,Toyota,Highlander Hybrid XLE,2019,2022-05-30,Tire Rotation,326.87
882,BMW,X5 M Base,2022,2022-05-31,Brake Replacement,167.67
883,BMW,M3 Base,2023,2022-06-01,Brake Replacement,229.43
884,BMW,M3 Base,1999,2022-06-02,Oil Change,499.39
885,Maserati,Quattroporte S Q4 GranLusso,2018,2022-06-03,Tire Rotation,341.6
886,Acura,RDX Advance Package,2021,2022-06-04,Oil Change,85.53
887,Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,2022-06-05,Tire Rotation,372.15
888,Mercedes-Benz,Sprinter 3500XD High Roof,2021,2022-06-06,Brake Replacement,103.94
889,Cadillac,XTS Luxury,2014,2022-06-07,Engine Check,148.27
890,Chevrolet,Camaro 2LT,2015,2022-06-08,Brake Replacement,263.47
891,Porsche,Cayenne S,2013,2022-06-09,Oil Change,168.4
892,Dodge,Magnum R/T,2005,2022-06-10,Brake Replacement,477.05
893,INFINITI,Q70 3.7X,2014,2022-06-11,Engine Check,400.54
894,Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,2022-06-12,Brake Replacement,50.12
895,Toyota,Camry Hybrid Base,2007,2022-06-13,Engine Check,395.78
896,GMC,Acadia SLT-1,2016,2022-06-14,Brake Replacement,323.04
897,Lincoln,Corsair Reserve,2021,2022-06-15,Oil Change,399.67
898,RAM,2500 SLT,2017,2022-06-16,Oil Change,291.27
899,RAM,3500 Laramie,2014,2022-06-17,Brake Replacement,403.76
900,Mercedes-Benz,GL-Class GL 450 4MATIC,2013,2022-06-18,Tire Rotation,97.68
901,BMW,M5 Base,2018,2022-06-19,Brake Replacement,258.6
902,Ford,Mustang SVT Cobra,2003,2022-06-20,Brake Replacement,432.1
903,Acura,ILX Premium Package,2022,2022-06-21,Brake Replacement,92.74
904,Buick,Rainier CXL,2005,2022-06-22,Brake Replacement,206.28
905,Cadillac,Escalade Luxury,2013,2022-06-23,Oil Change,488.53
906,Mercedes-Benz,S-Class S 560,2018,2022-06-24,Brake Replacement,270.52
907,INFINITI,QX80 Base,2016,2022-06-25,Tire Rotation,145.84
908,Buick,Encore Preferred,2019,2022-06-26,Engine Check,421.86
909,Mercedes-Benz,GLS 450 Base 4MATIC,2019,2022-06-27,Brake Replacement,100.99
910,Jeep,Liberty Limited,2010,2022-06-28,Engine Check,221.07
911,Mercedes-Benz,S-Class S 63 AMG,2011,2022-06-29,Engine Check,483.76
912,Audi,A8 L 3.0T,2016,2022-06-30,Oil Change,68.95
913,Mazda,CX-30 2.5 S Select Package,2022,2022-07-01,Oil Change,420.01
914,Bentley,Continental GT Speed,2009,2022-07-02,Brake Replacement,256.41
915,Bentley,Continental GT V8,2022,2022-07-03,Brake Replacement,78.89
916,Bentley,Flying Spur V8,2022,2022-07-04,Tire Rotation,419.47
917,Porsche,911 Carrera 4S,2018,2022-07-05,Engine Check,301.56
918,Volkswagen,Golf R 4-Door,2016,2022-07-06,Oil Change,417.06
919,Hyundai,Genesis Coupe 3.8 Grand Touring,2011,2022-07-07,Brake Replacement,272.31
920,Ford,F-150 XLT,2018,2022-07-08,Brake Replacement,404.51
921,Hyundai,Tucson Limited,2020,2022-07-09,Engine Check,285.3
922,Ford,Mustang V6,2013,2022-07-10,Brake Replacement,407.36
923,BMW,435 i,2014,2022-07-11,Tire Rotation,294.84
924,Dodge,Challenger R/T,2010,2022-07-12,Tire Rotation,130.49
925,Mercedes-Benz,AMG G 63 Base,2020,2022-07-13,Engine Check,344.2
926,Dodge,Challenger SRT Hellcat,2020,2022-07-14,Tire Rotation,320.44
927,Porsche,Boxster Base,2013,2022-07-15,Brake Replacement,396.16
928,Porsche,Macan Base,2018,2022-07-16,Oil Change,454.69
929,Ford,F-250 XL,2021,2022-07-17,Brake Replacement,185.5
930,Ford,Mustang GT,2010,2022-07-18,Brake Replacement,409.75
931,Chevrolet,Suburban LT,2020,2022-07-19,Engine Check,393.58
932,Mercedes-Benz,C-Class C 300 4MATIC,2018,2022-07-20,Engine Check,310.43
933,RAM,1500 Classic Warlock,2019,2022-07-21,Tire Rotation,348.81
934,Toyota,Sequoia SR5,2023,2022-07-22,Oil Change,69.14
935,BMW,M5 Base,2018,2022-07-23,Tire Rotation,206.12
936,Mazda,Mazda3 FWD w/Premium Package,2022,2022-07-24,Oil Change,286.65
937,Nissan,Rogue SL,2016,2022-07-25,Oil Change,77.04
938,Audi,A7 3.0T Prestige,2015,2022-07-26,Engine Check,489.48
939,Genesis,G80 3.8,2020,2022-07-27,Brake Replacement,125.76
940,Rolls-Royce,Ghost Base,2016,2022-07-28,Oil Change,491.3
941,BMW,M6 Gran Coupe Base,2019,2022-07-29,Oil Change,319.98
942,Ford,Mustang V6,2013,2022-07-30,Tire Rotation,188.1
943,BMW,650 i,2009,2022-07-31,Oil Change,215.08
944,Nissan,Leaf SV PLUS,2023,2022-08-01,Brake Replacement,200.94
945,Lincoln,MKC Reserve,2019,2022-08-02,Tire Rotation,275.25
946,Kia,Telluride EX,2022,2022-08-03,Engine Check,205.66
947,Lincoln,Navigator Reserve,2022,2022-08-04,Brake Replacement,455.7
948,Mercedes-Benz,S-Class S 550 4MATIC,2015,2022-08-05,Oil Change,178.6
949,Chevrolet,Suburban LT,2017,2022-08-06,Brake Replacement,387.97
950,Audi,A7 55 Premium,2020,2022-08-07,Brake Replacement,135.58
951,Ford,Mustang EcoBoost Premium,2017,2022-08-08,Brake Replacement,143.43
952,Chevrolet,Cruze LS,2018,2022-08-09,Oil Change,404.06
953,Land,Rover Range Rover HSE SWB,2020,2022-08-10,Tire Rotation,388.52
954,Land,Rover Defender S,2023,2022-08-11,Engine Check,392.95
955,BMW,650 i,2012,2022-08-12,Oil Change,228.47
956,Ford,Mustang Base,2008,2022-08-13,Engine Check,180.5
957,Kia,K5 GT-Line,2022,2022-08-14,Engine Check,420.03
958,Mazda,Mazda3 i Touring,2014,2022-08-15,Engine Check,90.51
959,Kia,Stinger GT1,2021,2022-08-16,Oil Change,388.92
960,Chevrolet,Camaro ZL1,2023,2022-08-17,Brake Replacement,464.52
961,Mercedes-Benz,AMG G 63 Base,2017,2022-08-18,Brake Replacement,177.99
962,Ford,Thunderbird Premium,2005,2022-08-19,Tire Rotation,411.22
963,Audi,e-tron Prestige,2019,2022-08-20,Oil Change,243.25
964,GMC,Sierra 1500 SLT,2017,2022-08-21,Oil Change,78.21
965,Kia,Telluride LX,2023,2022-08-22,Brake Replacement,335.01
966,Chevrolet,Corvette Base,2005,2022-08-23,Oil Change,360.29
967,BMW,650 i,2014,2022-08-24,Engine Check,119.6
968,Nissan,Rogue SL,2017,2022-08-25,Brake Replacement,365.16
969,GMC,Acadia Denali,2015,2022-08-26,Brake Replacement,142.52
970,Cadillac,Escalade Premium Luxury Platinum,2021,2022-08-27,Oil Change,110.28
971,Nissan,GT-R Premium,2010,2022-08-28,Engine Check,405.2
972,Toyota,Highlander XLE,2018,2022-08-29,Tire Rotation,335.62
973,BMW,X7 xDrive40i,2020,2022-08-30,Tire Rotation,358.38
974,INFINITI,QX60 Base,2018,2022-08-31,Engine Check,288.86
975,Lexus,IS 250C Base,2010,2022-09-01,Engine Check,472.57
976,GMC,Sierra 1500 Denali,2019,2022-09-02,Oil Change,302.66
977,Chevrolet,SSR Base,2005,2022-09-03,Brake Replacement,210.45
978,Dodge,Challenger R/T,2014,2022-09-04,Tire Rotation,124.26
979,Hyundai,Equus Signature,2016,2022-09-05,Oil Change,165.49
980,Lamborghini,Aventador SVJ Base,2019,2022-09-06,Tire Rotation,177.47
981,Ford,Mustang GT,2003,2022-09-07,Brake Replacement,96.6
982,Audi,e-tron Premium,2021,2022-09-08,Tire Rotation,361.36
983,Toyota,Sequoia Limited,2023,2022-09-09,Engine Check,126.08
984,Land,Rover Range Rover Sport HST MHEV,2020,2022-09-10,Brake Replacement,490.88
985,Jeep,Grand Cherokee L Limited,2022,2022-09-11,Brake Replacement,268.87
986,Maserati,GranTurismo Sport,2015,2022-09-12,Tire Rotation,345.58
987,BMW,M5 Base,2013,2022-09-13,Oil Change,69.83
988,Mercedes-Benz,C-Class 4MATIC Sedan,2022,2022-09-14,Oil Change,159.6
989,Land,Rover Range Rover Sport First Edition,2023,2022-09-15,Brake Replacement,405.01
990,Ford,F-150 Lariat,2011,2022-09-16,Oil Change,351.1
991,Audi,A4 2.0T Premium,2012,2022-09-17,Brake Replacement,217.42
992,BMW,540 i xDrive,2019,2022-09-18,Tire Rotation,384.77
993,BMW,X6 xDrive35i,2009,2022-09-19,Tire Rotation,218.95
994,Ford,Mustang Base,1998,2022-09-20,Oil Change,405.86
995,Toyota,Sequoia Limited,2012,2022-09-21,Brake Replacement,114.19
996,Dodge,Challenger R/T Scat Pack,2019,2022-09-22,Oil Change,429.87
997,Land,Rover Range Rover 3.0L Supercharged,2018,2022-09-23,Brake Replacement,151.4
998,Audi,Q8 55 Premium Plus,2021,2022-09-24,Tire Rotation,92.54
999,Subaru,WRX Base,2015,2022-09-25,Tire Rotation,358.18
1000,Chevrolet,Suburban LT,2017,2022-09-26,Brake Replacement,384.83
1001,INFINITI,QX60 Pure,2020,2022-09-27,Engine Check,180.31
1002,Porsche,Cayman Base,2011,2022-09-28,Brake Replacement,419.69
1003,INFINITI,QX60 Base,2017,2022-09-29,Brake Replacement,493.79
1004,BMW,M4 Base,2018,2022-09-30,Brake Replacement,288.77
1005,Maserati,MC20 MC20,2022,2022-10-01,Engine Check,367.99
1006,Land,Rover Defender SE,2023,2022-10-02,Tire Rotation,411.67
1007,BMW,M8 Base,2020,2022-10-03,Oil Change,58.2
1008,Tesla,Model Y Performance,2020,2022-10-04,Tire Rotation,435.9
1009,Volvo,C40 Recharge Pure Electric Twin Ultimate,2023,2022-10-05,Tire Rotation,265.15
1010,Mercedes-Benz,SL-Class SL 550,2011,2022-10-06,Oil Change,165.94
1011,Land,Rover Range Rover P525 HSE SWB,2020,2022-10-07,Brake Replacement,229.95
1012,Ford,Escape XLT,2012,2022-10-08,Engine Check,182.41
1013,Lexus,ES 350 Base,2016,2022-10-09,Engine Check,398.17
1014,Porsche,718 Boxster GTS,2019,2022-10-10,Brake Replacement,303.78
1015,Mercedes-Benz,G-Class G 550,2020,2022-10-11,Oil Change,289.8
1016,RAM,1500 Big Horn,2022,2022-10-12,Tire Rotation,205.2
1017,Audi,R8 5.2 V10 performance,2020,2022-10-13,Engine Check,421.76
1018,Mitsubishi,Lancer Evolution IX,2006,2022-10-14,Brake Replacement,472.82
1019,Acura,TL Technology,2013,2022-10-15,Tire Rotation,294.93
1020,Cadillac,CTS Luxury,2012,2022-10-16,Brake Replacement,257.34
1021,Chevrolet,Camaro 1SS,2022,2022-10-17,Engine Check,267.68
1022,Toyota,Camry Hybrid LE,2022,2022-10-18,Engine Check,383.01
1023,Ford,Transit-350 XLT,2019,2022-10-19,Brake Replacement,366.23
1024,Lexus,RX 450h Base,2012,2022-10-20,Brake Replacement,293.93
1025,Jaguar,F-TYPE V6 S,2014,2022-10-21,Tire Rotation,178.81
1026,Jeep,Wrangler Sahara,2020,2022-10-22,Brake Replacement,81.8
1027,Porsche,718 Boxster S,2017,2022-10-23,Engine Check,347.68
1028,Audi,R8 5.2,2014,2022-10-24,Tire Rotation,170.68
1029,Lincoln,MKZ Base,2016,2022-10-25,Brake Replacement,425.26
1030,Chevrolet,S-10 LS Crew Cab,2001,2022-10-26,Oil Change,376.33
1031,Mercedes-Benz,G-Class G 550 4MATIC,2021,2022-10-27,Tire Rotation,465.43
1032,Lexus,RX 350 RX 350 F SPORT Handling,2022,2022-10-28,Oil Change,408.63
1033,BMW,750 i xDrive,2019,2022-10-29,Tire Rotation,189.58
1034,Chevrolet,Camaro 2SS,2016,2022-10-30,Brake Replacement,475.93
1035,Ford,Fusion Hybrid SE,2013,2022-10-31,Tire Rotation,140.34
1036,Hyundai,Santa Cruz 2.5T Limited,2022,2022-11-01,Engine Check,381.76
1037,Lexus,RX 350 F Sport,2023,2022-11-02,Engine Check,180.86
1038,Land,Rover Range Rover Evoque S,2020,2022-11-03,Brake Replacement,357.32
1039,Chevrolet,Suburban LT,2019,2022-11-04,Tire Rotation,464.8
1040,Porsche,718 Spyder Base,2020,2022-11-05,Oil Change,243.27
1041,Chevrolet,Camaro 1LT,2021,2022-11-06,Engine Check,102.38
1042,Jeep,Gladiator Freedom,2021,2022-11-07,Engine Check,477.17
1043,Toyota,Tacoma Double Cab,2007,2022-11-08,Tire Rotation,252.41
1044,GMC,Yukon Denali Ultimate,2023,2022-11-09,Tire Rotation,473.24
1045,Ford,Shelby GT350R Base,2018,2022-11-10,Oil Change,403.92
1046,Cadillac,Escalade Premium Luxury Platinum,2021,2022-11-11,Brake Replacement,214.85
1047,Buick,LaCrosse Base,2017,2022-11-12,Brake Replacement,286.94
1048,Tesla,Model X Long Range Plus,2020,2022-11-13,Engine Check,176.93
1049,Mercedes-Benz,E-Class E 300 4MATIC,2017,2022-11-14,Engine Check,126.71
1050,Chevrolet,Tahoe LT,2017,2022-11-15,Brake Replacement,278.79
1051,Kia,Telluride EX,2022,2022-11-16,Engine Check,439.01
1052,Toyota,Tundra Hybrid Limited,2023,2022-11-17,Engine Check,203.43
1053,Audi,S8 4.0T quattro,2023,2022-11-18,Brake Replacement,119.09
1054,Nissan,Armada Platinum,2018,2022-11-19,Brake Replacement,434.83
1055,Land,Rover Discovery HSE,2020,2022-11-20,Tire Rotation,209.83
1056,Kia,Telluride S,2020,2022-11-21,Engine Check,159.64
1057,Lexus,GS 350 F Sport,2020,2022-11-22,Oil Change,84.17
1058,BMW,X6 xDrive40i,2022,2022-11-23,Oil Change,376.34
1059,Land,Rover Range Rover P400 SE SWB,2023,2022-11-24,Oil Change,301.43
1060,Chevrolet,Silverado 3500 High Country,2015,2022-11-25,Tire Rotation,124.67
1061,Maserati,Quattroporte Sport GT,2007,2022-11-26,Engine Check,144.15
1062,Dodge,Viper GTC,2017,2022-11-27,Brake Replacement,464.76
1063,Ford,Expedition Limited,2021,2022-11-28,Brake Replacement,375.72
1064,Mazda,Mazda6 i Grand Touring,2016,2022-11-29,Tire Rotation,115.11
1065,Kia,Optima LX,2019,2022-11-30,Brake Replacement,159.15
1066,Land,Rover Range Rover Sport SVR,2018,2022-12-01,Engine Check,431.53
1067,Lexus,RX 450h F SPORT Handling,2021,2022-12-02,Oil Change,443.8
1068,Lincoln,Town Car Base,2004,2022-12-03,Oil Change,476.58
1069,Honda,Civic Si,2012,2022-12-04,Brake Replacement,90.62
1070,Lexus,RX 450h Base,2017,2022-12-05,Brake Replacement,124.7
1071,RAM,1500 Classic Warlock,2019,2022-12-06,Brake Replacement,358.44
1072,Tesla,Model Y Long Range,2023,2022-12-07,Tire Rotation,205.98
1073,Audi,RS 3 2.5T,2023,2022-12-08,Tire Rotation,251.27
1074,Hyundai,Genesis Coupe 3.8 R-Spec,2014,2022-12-09,Oil Change,425.89
1075,Porsche,Boxster RS 60 Spyder,2008,2022-12-10,Tire Rotation,232.02
1076,Ford,F-250 XLT,2010,2022-12-11,Brake Replacement,154.76
1077,Kia,Sorento EX,2016,2022-12-12,Engine Check,360.55
1078,Nissan,370Z Touring,2009,2022-12-13,Brake Replacement,183.98
1079,Genesis,G70 2.0T,2023,2022-12-14,Oil Change,444.8
1080,Land,Rover Range Rover Sport Supercharged,2013,2022-12-15,Brake Replacement,370.47
1081,Mercedes-Benz,S-Class S 560 4MATIC,2020,2022-12-16,Tire Rotation,343.14
1082,Ford,Bronco Wildtrak Advanced,2023,2022-12-17,Oil Change,103.52
1083,RAM,1500 SLT,2018,2022-12-18,Oil Change,421.14
1084,Dodge,Challenger R/T,2010,2022-12-19,Engine Check,297.58
1085,Chevrolet,Sonic LT,2013,2022-12-20,Tire Rotation,238.6
1086,Jeep,Grand Cherokee Laredo,2013,2022-12-21,Brake Replacement,181.9
1087,Audi,RS 5 4.2,2013,2022-12-22,Engine Check,207.66
1088,Jeep,Grand Cherokee L Overland,2022,2022-12-23,Engine Check,120.09
1089,Mazda,MX-5 Miata Base,1992,2022-12-24,Engine Check,356.55
1090,Chrysler,Crossfire Limited,2005,2022-12-25,Engine Check,479.08
1091,Audi,S5 4.2 Premium Plus,2011,2022-12-26,Brake Replacement,452.53
1092,Tesla,Model X Base,2023,2022-12-27,Engine Check,200.42
1093,Cadillac,CT4 Luxury,2020,2022-12-28,Oil Change,263.28
1094,Maserati,Ghibli S Q4,2014,2022-12-29,Oil Change,407.4
1095,Jaguar,F-PACE 25t Premium,2019,2022-12-30,Engine Check,356.7
1096,BMW,750 i xDrive,2019,2022-12-31,Tire Rotation,227.85
1097,Acura,TLX V6 Advance,2019,2023-01-01,Engine Check,268.94
1098,GMC,Terrain SLT-1,2015,2023-01-02,Oil Change,215.01
1099,BMW,i3 Base w/Range Extender,2014,2023-01-03,Tire Rotation,262.16
1100,Nissan,Versa 1.8 S,2011,2023-01-04,Oil Change,403.25
1101,Mercedes-Benz,C-Class C 300 4MATIC,2019,2023-01-05,Tire Rotation,458.31
1102,Toyota,Matrix XRS,2003,2023-01-06,Brake Replacement,152.25
1103,RAM,1500 Limited,2021,2023-01-07,Brake Replacement,71.79
1104,Mercedes-Benz,AMG E 53 Base 4MATIC,2022,2023-01-08,Engine Check,432.91
1105,Audi,A5 2.0T Premium,2018,2023-01-09,Brake Replacement,317.79
1106,Lincoln,Navigator Reserve,2019,2023-01-10,Oil Change,256.86
1107,Audi,A6 3.2 quattro,2008,2023-01-11,Engine Check,98.04
1108,Chevrolet,Silverado 1500 LT Crew Cab,2006,2023-01-12,Brake Replacement,372.07
1109,Mercedes-Benz,S-Class S 560,2019,2023-01-13,Tire Rotation,410.98
1110,Volvo,XC90 T6 Momentum,2018,2023-01-14,Oil Change,388.72
1111,Toyota,Camry SE,2011,2023-01-15,Brake Replacement,341.86
1112,Mercedes-Benz,Metris Base,2018,2023-01-16,Engine Check,173.14
1113,Chevrolet,Camaro 2LT,2010,2023-01-17,Oil Change,407.3
1114,Mazda,MX-5 Miata Grand Touring,2012,2023-01-18,Oil Change,332.46
1115,Ford,Escape SE,2015,2023-01-19,Oil Change,465.86
1116,Mercedes-Benz,S-Class S 63 AMG,2015,2023-01-20,Engine Check,474.75
1117,Kia,Niro EX,2023,2023-01-21,Oil Change,103.65
1118,Porsche,Boxster Base,2010,2023-01-22,Tire Rotation,449.14
1119,Toyota,4Runner Trail,2016,2023-01-23,Engine Check,342.94
1120,Hyundai,Kona EV SEL,2019,2023-01-24,Brake Replacement,136.51
1121,Land,Rover Range Rover Evoque SE,2016,2023-01-25,Engine Check,422.4
1122,Ford,E350 Super Duty XLT,2012,2023-01-26,Brake Replacement,185.73
1123,Mercedes-Benz,SL-Class SL500 Roadster,2004,2023-01-27,Engine Check,252.34
1124,Jeep,Compass Trailhawk,2018,2023-01-28,Oil Change,352.49
1125,Mercedes-Benz,S-Class S 560 4MATIC,2018,2023-01-29,Tire Rotation,170.51
1126,Mercedes-Benz,G-Class G 550 4MATIC,2021,2023-01-30,Engine Check,483.46
1127,Tesla,Model X P90D,2016,2023-01-31,Tire Rotation,105.58
1128,Lexus,IS-F Base,2010,2023-02-01,Brake Replacement,140.14
1129,BMW,335 i,2010,2023-02-02,Tire Rotation,388.56
1130,Audi,RS 7 4.0T,2022,2023-02-03,Brake Replacement,366.41
1131,Buick,Lucerne CXL,2006,2023-02-04,Engine Check,195.77
1132,Lincoln,MKX Reserve,2016,2023-02-05,Oil Change,400.51
1133,Nissan,Armada Platinum,2018,2023-02-06,Tire Rotation,482.18
1134,Porsche,911 Carrera,2020,2023-02-07,Engine Check,179.32
1135,Mercedes-Benz,E-Class 400E,1993,2023-02-08,Engine Check,481.52
1136,BMW,435 Gran Coupe i,2015,2023-02-09,Engine Check,115.15
1137,Jeep,Wagoneer Series III,2022,2023-02-10,Engine Check,372.88
1138,Cadillac,ATS 2.5L,2013,2023-02-11,Brake Replacement,187.4
1139,Ford,Transit Connect XLT,2010,2023-02-12,Oil Change,151.59
1140,Kia,EV6 GT-Line,2022,2023-02-13,Brake Replacement,309.22
1141,Audi,S5 3.0T Premium Plus,2014,2023-02-14,Tire Rotation,134.84
1142,Toyota,Tundra SR,2018,2023-02-15,Brake Replacement,192.94
1143,Jeep,Wrangler Unlimited Freedom Edition,2013,2023-02-16,Brake Replacement,432.04
1144,Maserati,Quattroporte Base,2006,2023-02-17,Engine Check,245.26
1145,Mercedes-Benz,CLS-Class CLS500,2006,2023-02-18,Oil Change,86.85
1146,GMC,Sierra 3500 SLE,2002,2023-02-19,Oil Change,73.81
1147,Nissan,Frontier SL,2011,2023-02-20,Engine Check,426.18
1148,BMW,M5 Base,2023,2023-02-21,Oil Change,316.59
1149,Porsche,911 R,2016,2023-02-22,Oil Change,434.58
1150,Land,Rover Defender X-Dynamic SE,2023,2023-02-23,Oil Change,283.39
1151,Ford,F-150 XL,2016,2023-02-24,Brake Replacement,299.47
1152,BMW,M8 Competition,2022,2023-02-25,Brake Replacement,277.47
1153,Porsche,911 Carrera S,2010,2023-02-26,Engine Check,82.57
1154,Volvo,XC70 3.2,2008,2023-02-27,Engine Check,120.48
1155,Chrysler,300 Touring,2021,2023-02-28,Tire Rotation,474.76
1156,Honda,Insight EX,2020,2023-03-01,Engine Check,483.74
1157,Porsche,Cayman S,2006,2023-03-02,Brake Replacement,460.9
1158,Tesla,Model Y Performance,2022,2023-03-03,Tire Rotation,421.8
1159,BMW,M5 Competition,2020,2023-03-04,Oil Change,108.19
1160,Audi,S4 4.2 quattro,2004,2023-03-05,Brake Replacement,121.84
1161,Ford,F-250 Platinum,2021,2023-03-06,Brake Replacement,66.64
1162,Kia,Seltos S,2023,2023-03-07,Tire Rotation,101.76
1163,RAM,ProMaster 2500 High Roof,2019,2023-03-08,Tire Rotation,432.06
1164,BMW,M760 M760i xDrive,2020,2023-03-09,Brake Replacement,219.67
1165,Mercedes-Benz,E-Class E 400,2015,2023-03-10,Brake Replacement,123.68
1166,Cadillac,XTS Luxury,2016,2023-03-11,Oil Change,171.54
1167,INFINITI,Q50 Premium,2014,2023-03-12,Oil Change,218.41
1168,Volkswagen,Touareg V6 Executive,2017,2023-03-13,Oil Change,122.12
1169,Chevrolet,Suburban 1500 LTZ,2011,2023-03-14,Brake Replacement,51.27
1170,Toyota,Tundra SR5,2021,2023-03-15,Engine Check,396.05
1171,BMW,X1 sDrive28i,2022,2023-03-16,Engine Check,117.69
1172,Mercedes-Benz,GL-Class GL 550 4MATIC,2016,2023-03-17,Engine Check,99.59
1173,Cadillac,XTS Luxury,2019,2023-03-18,Brake Replacement,378.23
1174,Jaguar,XJ8 Base,2004,2023-03-19,Brake Replacement,206.06
1175,Chevrolet,Camaro ZL1,2020,2023-03-20,Tire Rotation,300.59
1176,Mercedes-Benz,Sprinter 2500,2012,2023-03-21,Tire Rotation,167.18
1177,Mercedes-Benz,C-Class C 300 4MATIC,2022,2023-03-22,Engine Check,276.64
1178,Dodge,Dakota SLT,2003,2023-03-23,Engine Check,64.48
1179,Audi,A5 2.0T Premium Plus,2012,2023-03-24,Brake Replacement,191.09
1180,Audi,A5 2.0T Premium,2018,2023-03-25,Oil Change,456.24
1181,Audi,S5 3.0 Premium Plus,2012,2023-03-26,Brake Replacement,464.59
1182,Porsche,Panamera GTS,2015,2023-03-27,Oil Change,370.87
1183,Mercedes-Benz,AMG GT C,2020,2023-03-28,Brake Replacement,280.78
1184,Chevrolet,Camaro 2SS,2023,2023-03-29,Brake Replacement,172.98
1185,Audi,Q7 Premium Plus,2023,2023-03-30,Oil Change,415.28
1186,Maserati,GranTurismo MC,2018,2023-03-31,Tire Rotation,452.43
1187,GMC,Sierra 2500 AT4,2022,2023-04-01,Oil Change,297.17
1188,Cadillac,XT6 Sport AWD,2020,2023-04-02,Engine Check,265.8
1189,Jeep,Grand Cherokee L Laredo,2022,2023-04-03,Tire Rotation,284.07
1190,Chevrolet,Avalanche 1500 LT,2012,2023-04-04,Tire Rotation,227.27
1191,BMW,M5 Base,2018,2023-04-05,Brake Replacement,378.59
1192,Nissan,Titan SE,2009,2023-04-06,Engine Check,92.6
1193,Dodge,Ram 1500 SRT-10 Quad Cab,2005,2023-04-07,Oil Change,253.95
1194,GMC,Sierra 1500 SLT,2013,2023-04-08,Tire Rotation,312.02
1195,Lexus,RX 350 F Sport,2017,2023-04-09,Engine Check,454.17
1196,Mercedes-Benz,GL-Class GL 450 4MATIC,2012,2023-04-10,Brake Replacement,481.67
1197,INFINITI,QX80 Luxe,2022,2023-04-11,Oil Change,355.53
1198,Mercedes-Benz,AMG C 63 S,2021,2023-04-12,Tire Rotation,109.67
1199,BMW,528 i xDrive,2016,2023-04-13,Brake Replacement,279.02
1200,Porsche,911 Carrera,2014,2023-04-14,Oil Change,143.86
1201,Porsche,Boxster S,2005,2023-04-15,Engine Check,291.77
1202,BMW,X6 M Base,2021,2023-04-16,Oil Change,265.07
1203,Ford,Mustang Premium,2007,2023-04-17,Engine Check,91.62
1204,Rivian,R1S Launch Edition,2023,2023-04-18,Engine Check,483.71
1205,Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,2023-04-19,Oil Change,455.04
1206,BMW,528 i xDrive,2016,2023-04-20,Brake Replacement,111.47
1207,Cadillac,Escalade ESV Platinum,2016,2023-04-21,Engine Check,472.45
1208,Chevrolet,Corvette Base,2004,2023-04-22,Engine Check,262.32
1209,Audi,A5 2.0T Premium,2013,2023-04-23,Engine Check,431.86
1210,Audi,TT 2.0T Premium,2012,2023-04-24,Engine Check,399.54
1211,Buick,LaCrosse CX,2007,2023-04-25,Engine Check,461.28
1212,Chevrolet,Camaro 2SS,2017,2023-04-26,Brake Replacement,225.97
