mysql> select * from customers where customerID >= 70;
+------------+-----------------------------------+----------------------+-----------------------------+--------------+------------+---------+
| CustomerID | CustomerName                      | ContactName          | Address                     | City         | PostalCode | Country |
mysql> select CustomerName, Address, Country from customers where Country = "USA" AND "France";
Empty set, 1 warning (0.00 sec)

mysql> select CustomerName, Address, Country from customers where Country = "USA" OR "France";
+-----------------------------------+--------------------------------+---------+
| CustomerName                      | Address                        | Country |
+-----------------------------------+--------------------------------+---------+
| Great Lakes Food Market           | 2732 Baker Blvd.               | USA     |
| Hungry Coyote Import Store        | City Center Plaza 516 Main St. | USA     |
| Lazy K Kountry Store              | 12 Orchestra Terrace           | USA     |
| Let's Stop N Shop                 | 87 Polk St. Suite 5            | USA     |
| Lonesome Pine Restaurant          | 89 Chiaroscuro Rd.             | USA     |
| Old World Delicatessen            | 2743 Bering St.                | USA     |
| Rattlesnake Canyon Grocery        | 2817 Milton Dr.                | USA     |
| Save-a-lot Markets                | 187 Suffolk Ln.                | USA     |
| Split Rail Beer & Ale             | P.O. Box 555                   | USA     |
| The Big Cheese                    | 89 Jefferson Way Suite 2       | USA     |
| The Cracker Box                   | 55 Grizzly Peak Rd.            | USA     |
| Trail's Head Gourmet Provisioners | 722 DaVinci Blvd.              | USA     |
| White Clover Markets              | 305 - 14th Ave. S. Suite 3B    | USA     |
+-----------------------------------+--------------------------------+---------+
13 rows in set, 1 warning (0.00 sec)

mysql> select CustomerName, Address, Country from customers where Country = "USA" OR Country = "France";
+-----------------------------------+--------------------------------+---------+
| CustomerName                      | Address                        | Country |
+-----------------------------------+--------------------------------+---------+
| Blondel père et fils              | 24, place Kléber               | France  |
| Bon app'                          | 12, rue des Bouchers           | France  |
| Du monde entier                   | 67, rue des Cinquante Otages   | France  |
| Folies gourmandes                 | 184, chaussée de Tournai       | France  |
| France restauration               | 54, rue Royale                 | France  |
| Great Lakes Food Market           | 2732 Baker Blvd.               | USA     |
| Hungry Coyote Import Store        | City Center Plaza 516 Main St. | USA     |
| La corne d'abondance              | 67, avenue de l'Europe         | France  |
| La maison d'Asie                  | 1 rue Alsace-Lorraine          | France  |
| Lazy K Kountry Store              | 12 Orchestra Terrace           | USA     |
| Let's Stop N Shop                 | 87 Polk St. Suite 5            | USA     |
| Lonesome Pine Restaurant          | 89 Chiaroscuro Rd.             | USA     |
| Old World Delicatessen            | 2743 Bering St.                | USA     |
| Paris spécialités                 | 265, boulevard Charonne        | France  |
| Rattlesnake Canyon Grocery        | 2817 Milton Dr.                | USA     |
| Save-a-lot Markets                | 187 Suffolk Ln.                | USA     |
| Spécialités du monde              | 25, rue Lauriston              | France  |
| Split Rail Beer & Ale             | P.O. Box 555                   | USA     |
| The Big Cheese                    | 89 Jefferson Way Suite 2       | USA     |
| The Cracker Box                   | 55 Grizzly Peak Rd.            | USA     |
| Trail's Head Gourmet Provisioners | 722 DaVinci Blvd.              | USA     |
| Victuailles en stock              | 2, rue du Commerce             | France  |
| Vins et alcools Chevalier         | 59 rue de l'Abbaye             | France  |
| White Clover Markets              | 305 - 14th Ave. S. Suite 3B    | USA     |
+-----------------------------------+--------------------------------+---------+
24 rows in set (0.00 sec)

mysql> select CustomerName, Address, Country from customers where Country = "USA" AND CustomerID LIKE '%5';
+----------------------------+---------------------+---------+
| CustomerName               | Address             | Country |
+----------------------------+---------------------+---------+
| Let's Stop N Shop          | 87 Polk St. Suite 5 | USA     |
| Old World Delicatessen     | 2743 Bering St.     | USA     |
| Rattlesnake Canyon Grocery | 2817 Milton Dr.     | USA     |
| Split Rail Beer & Ale      | P.O. Box 555        | USA     |
+----------------------------+---------------------+---------+
4 rows in set (0.00 sec)

mysql> select CustomerName, Address, Country from customers where NOT Country = 'Germany' OR City = 'New York';
+--------------------------------------+-------------------------------------------------+-------------+
| CustomerName                         | Address                                         | Country     |
+--------------------------------------+-------------------------------------------------+-------------+
| Ana Trujillo Emparedados y helados   | Avda. de la Constitución 2222                   | Mexico      |
| Antonio Moreno Taquería              | Mataderos 2312                                  | Mexico      |
| Around the Horn                      | 120 Hanover Sq.                                 | UK          |
| Berglunds snabbköp                   | Berguvsvägen 8                                  | Sweden      |
| Blondel père et fils                 | 24, place Kléber                                | France      |
| Bólido Comidas preparadas            | C/ Araquil, 67                                  | Spain       |
| Bon app'                             | 12, rue des Bouchers                            | France      |
| Bottom-Dollar Marketse               | 23 Tsawassen Blvd.                              | Canada      |
| B's Beverages                        | Fauntleroy Circus                               | UK          |
| Cactus Comidas para llevar           | Cerrito 333                                     | Argentina   |
| Centro comercial Moctezuma           | Sierras de Granada 9993                         | Mexico      |
| Chop-suey Chinese                    | Hauptstr. 29                                    | Switzerland |
| Comércio Mineiro                     | Av. dos Lusíadas, 23                            | Brazil      |
| Consolidated Holdings                | Berkeley Gardens 12 Brewery                     | UK          |
| Du monde entier                      | 67, rue des Cinquante Otages                    | France      |
| Eastern Connection                   | 35 King George                                  | UK          |
| Ernst Handel                         | Kirchgasse 6                                    | Austria     |
| Familia Arquibaldo                   | Rua Orós, 92                                    | Brazil      |
| FISSA Fabrica Inter. Salchichas S.A. | C/ Moralzarzal, 86                              | Spain       |
| Folies gourmandes                    | 184, chaussée de Tournai                        | France      |
| Folk och fä HB                       | Åkergatan 24                                    | Sweden      |
| France restauration                  | 54, rue Royale                                  | France      |
| Franchi S.p.A.                       | Via Monte Bianco 34                             | Italy       |
| Furia Bacalhau e Frutos do Mar       | Jardim das rosas n. 32                          | Portugal    |
| Galería del gastrónomo               | Rambla de Cataluña, 23                          | Spain       |
| Godos Cocina Típica                  | C/ Romero, 33                                   | Spain       |
| Gourmet Lanchonetes                  | Av. Brasil, 442                                 | Brazil      |
| Great Lakes Food Market              | 2732 Baker Blvd.                                | USA         |
| GROSELLA-Restaurante                 | 5ª Ave. Los Palos Grandes                       | Venezuela   |
| Hanari Carnes                        | Rua do Paço, 67                                 | Brazil      |
| HILARIÓN-Abastos                     | Carrera 22 con Ave. Carlos Soublette #8-35      | Venezuela   |
| Hungry Coyote Import Store           | City Center Plaza 516 Main St.                  | USA         |
| Hungry Owl All-Night Grocers         | 8 Johnstown Road                                | Ireland     |
| Island Trading                       | Garden House Crowther Way                       | UK          |
| La corne d'abondance                 | 67, avenue de l'Europe                          | France      |
| La maison d'Asie                     | 1 rue Alsace-Lorraine                           | France      |
| Laughing Bacchus Wine Cellars        | 1900 Oak St.                                    | Canada      |
| Lazy K Kountry Store                 | 12 Orchestra Terrace                            | USA         |
| Let's Stop N Shop                    | 87 Polk St. Suite 5                             | USA         |
| LILA-Supermercado                    | Carrera 52 con Ave. Bolívar #65-98 Llano Largo  | Venezuela   |
| LINO-Delicateses                     | Ave. 5 de Mayo Porlamar                         | Venezuela   |
| Lonesome Pine Restaurant             | 89 Chiaroscuro Rd.                              | USA         |
| Magazzini Alimentari Riuniti         | Via Ludovico il Moro 22                         | Italy       |
| Maison Dewey                         | Rue Joseph-Bens 532                             | Belgium     |
| Mère Paillarde                       | 43 rue St. Laurent                              | Canada      |
| North/South                          | South House 300 Queensbridge                    | UK          |
| Océano Atlántico Ltda.               | Ing. Gustavo Moncada 8585 Piso 20-A             | Argentina   |
| Old World Delicatessen               | 2743 Bering St.                                 | USA         |
| Paris spécialités                    | 265, boulevard Charonne                         | France      |
| Pericles Comidas clásicas            | Calle Dr. Jorge Cash 321                        | Mexico      |
| Piccolo und mehr                     | Geislweg 14                                     | Austria     |
| Princesa Isabel Vinhoss              | Estrada da saúde n. 58                          | Portugal    |
| Que Delícia                          | Rua da Panificadora, 12                         | Brazil      |
| Queen Cozinha                        | Alameda dos Canàrios, 891                       | Brazil      |
| Rancho grande                        | Av. del Libertador 900                          | Argentina   |
| Rattlesnake Canyon Grocery           | 2817 Milton Dr.                                 | USA         |
| Reggiani Caseifici                   | Strada Provinciale 124                          | Italy       |
| Ricardo Adocicados                   | Av. Copacabana, 267                             | Brazil      |
| Richter Supermarkt                   | Grenzacherweg 237                               | Switzerland |
| Romero y tomillo                     | Gran Vía, 1                                     | Spain       |
| Santé Gourmet                        | Erling Skakkes gate 78                          | Norway      |
| Save-a-lot Markets                   | 187 Suffolk Ln.                                 | USA         |
| Seven Seas Imports                   | 90 Wadhurst Rd.                                 | UK          |
| Simons bistro                        | Vinbæltet 34                                    | Denmark     |
| Spécialités du monde                 | 25, rue Lauriston                               | France      |
| Split Rail Beer & Ale                | P.O. Box 555                                    | USA         |
| Suprêmes délices                     | Boulevard Tirou, 255                            | Belgium     |
| The Big Cheese                       | 89 Jefferson Way Suite 2                        | USA         |
| The Cracker Box                      | 55 Grizzly Peak Rd.                             | USA         |
| Tortuga Restaurante                  | Avda. Azteca 123                                | Mexico      |
| Tradição Hipermercados               | Av. Inês de Castro, 414                         | Brazil      |
| Trail's Head Gourmet Provisioners    | 722 DaVinci Blvd.                               | USA         |
| Vaffeljernet                         | Smagsløget 45                                   | Denmark     |
| Victuailles en stock                 | 2, rue du Commerce                              | France      |
| Vins et alcools Chevalier            | 59 rue de l'Abbaye                              | France      |
| Wartian Herkku                       | Torikatu 38                                     | Finland     |
| Wellington Importadora               | Rua do Mercado, 12                              | Brazil      |
| White Clover Markets                 | 305 - 14th Ave. S. Suite 3B                     | USA         |
| Wilman Kala                          | Keskuskatu 45                                   | Finland     |
| Wolski                               | ul. Filtrowa 68                                 | Poland      |
+--------------------------------------+-------------------------------------------------+-------------+
80 rows in set (0.00 sec)

mysql> select CustomerName, Address, Country from customers where NOT Country = 'USA' OR City = 'New York';
+--------------------------------------+-------------------------------------------------+-------------+
| CustomerName                         | Address                                         | Country     |
+--------------------------------------+-------------------------------------------------+-------------+
| Alfreds Futterkiste                  | Obere Str. 57                                   | Germany     |
| Ana Trujillo Emparedados y helados   | Avda. de la Constitución 2222                   | Mexico      |
| Antonio Moreno Taquería              | Mataderos 2312                                  | Mexico      |
| Around the Horn                      | 120 Hanover Sq.                                 | UK          |
| Berglunds snabbköp                   | Berguvsvägen 8                                  | Sweden      |
| Blauer See Delikatessen              | Forsterstr. 57                                  | Germany     |
| Blondel père et fils                 | 24, place Kléber                                | France      |
| Bólido Comidas preparadas            | C/ Araquil, 67                                  | Spain       |
| Bon app'                             | 12, rue des Bouchers                            | France      |
| Bottom-Dollar Marketse               | 23 Tsawassen Blvd.                              | Canada      |
| B's Beverages                        | Fauntleroy Circus                               | UK          |
| Cactus Comidas para llevar           | Cerrito 333                                     | Argentina   |
| Centro comercial Moctezuma           | Sierras de Granada 9993                         | Mexico      |
| Chop-suey Chinese                    | Hauptstr. 29                                    | Switzerland |
| Comércio Mineiro                     | Av. dos Lusíadas, 23                            | Brazil      |
| Consolidated Holdings                | Berkeley Gardens 12 Brewery                     | UK          |
| Drachenblut Delikatessend            | Walserweg 21                                    | Germany     |
| Du monde entier                      | 67, rue des Cinquante Otages                    | France      |
| Eastern Connection                   | 35 King George                                  | UK          |
| Ernst Handel                         | Kirchgasse 6                                    | Austria     |
| Familia Arquibaldo                   | Rua Orós, 92                                    | Brazil      |
| FISSA Fabrica Inter. Salchichas S.A. | C/ Moralzarzal, 86                              | Spain       |
| Folies gourmandes                    | 184, chaussée de Tournai                        | France      |
| Folk och fä HB                       | Åkergatan 24                                    | Sweden      |
| Frankenversand                       | Berliner Platz 43                               | Germany     |
| France restauration                  | 54, rue Royale                                  | France      |
| Franchi S.p.A.                       | Via Monte Bianco 34                             | Italy       |
| Furia Bacalhau e Frutos do Mar       | Jardim das rosas n. 32                          | Portugal    |
| Galería del gastrónomo               | Rambla de Cataluña, 23                          | Spain       |
| Godos Cocina Típica                  | C/ Romero, 33                                   | Spain       |
| Gourmet Lanchonetes                  | Av. Brasil, 442                                 | Brazil      |
| GROSELLA-Restaurante                 | 5ª Ave. Los Palos Grandes                       | Venezuela   |
| Hanari Carnes                        | Rua do Paço, 67                                 | Brazil      |
| HILARIÓN-Abastos                     | Carrera 22 con Ave. Carlos Soublette #8-35      | Venezuela   |
| Hungry Owl All-Night Grocers         | 8 Johnstown Road                                | Ireland     |
| Island Trading                       | Garden House Crowther Way                       | UK          |
| Königlich Essen                      | Maubelstr. 90                                   | Germany     |
| La corne d'abondance                 | 67, avenue de l'Europe                          | France      |
| La maison d'Asie                     | 1 rue Alsace-Lorraine                           | France      |
| Laughing Bacchus Wine Cellars        | 1900 Oak St.                                    | Canada      |
| Lehmanns Marktstand                  | Magazinweg 7                                    | Germany     |
| LILA-Supermercado                    | Carrera 52 con Ave. Bolívar #65-98 Llano Largo  | Venezuela   |
| LINO-Delicateses                     | Ave. 5 de Mayo Porlamar                         | Venezuela   |
| Magazzini Alimentari Riuniti         | Via Ludovico il Moro 22                         | Italy       |
| Maison Dewey                         | Rue Joseph-Bens 532                             | Belgium     |
| Mère Paillarde                       | 43 rue St. Laurent                              | Canada      |
| Morgenstern Gesundkost               | Heerstr. 22                                     | Germany     |
| North/South                          | South House 300 Queensbridge                    | UK          |
| Océano Atlántico Ltda.               | Ing. Gustavo Moncada 8585 Piso 20-A             | Argentina   |
| Ottilies Käseladen                   | Mehrheimerstr. 369                              | Germany     |
| Paris spécialités                    | 265, boulevard Charonne                         | France      |
| Pericles Comidas clásicas            | Calle Dr. Jorge Cash 321                        | Mexico      |
| Piccolo und mehr                     | Geislweg 14                                     | Austria     |
| Princesa Isabel Vinhoss              | Estrada da saúde n. 58                          | Portugal    |
| Que Delícia                          | Rua da Panificadora, 12                         | Brazil      |
| Queen Cozinha                        | Alameda dos Canàrios, 891                       | Brazil      |
| QUICK-Stop                           | Taucherstraße 10                                | Germany     |
| Rancho grande                        | Av. del Libertador 900                          | Argentina   |
| Reggiani Caseifici                   | Strada Provinciale 124                          | Italy       |
| Ricardo Adocicados                   | Av. Copacabana, 267                             | Brazil      |
| Richter Supermarkt                   | Grenzacherweg 237                               | Switzerland |
| Romero y tomillo                     | Gran Vía, 1                                     | Spain       |
| Santé Gourmet                        | Erling Skakkes gate 78                          | Norway      |
| Seven Seas Imports                   | 90 Wadhurst Rd.                                 | UK          |
| Simons bistro                        | Vinbæltet 34                                    | Denmark     |
| Spécialités du monde                 | 25, rue Lauriston                               | France      |
| Suprêmes délices                     | Boulevard Tirou, 255                            | Belgium     |
| Toms Spezialitäten                   | Luisenstr. 48                                   | Germany     |
| Tortuga Restaurante                  | Avda. Azteca 123                                | Mexico      |
| Tradição Hipermercados               | Av. Inês de Castro, 414                         | Brazil      |
| Vaffeljernet                         | Smagsløget 45                                   | Denmark     |
| Victuailles en stock                 | 2, rue du Commerce                              | France      |
| Vins et alcools Chevalier            | 59 rue de l'Abbaye                              | France      |
| Die Wandernde Kuh                    | Adenauerallee 900                               | Germany     |
| Wartian Herkku                       | Torikatu 38                                     | Finland     |
| Wellington Importadora               | Rua do Mercado, 12                              | Brazil      |
| Wilman Kala                          | Keskuskatu 45                                   | Finland     |
| Wolski                               | ul. Filtrowa 68                                 | Poland      |
+--------------------------------------+-------------------------------------------------+-------------+
78 rows in set (0.00 sec)

mysql> Select CustomerName, Address, Country from customers ORDER BY CustomerName;
+--------------------------------------+-------------------------------------------------+-------------+
| CustomerName                         | Address                                         | Country     |
+--------------------------------------+-------------------------------------------------+-------------+
| Alfreds Futterkiste                  | Obere Str. 57                                   | Germany     |
| Ana Trujillo Emparedados y helados   | Avda. de la Constitución 2222                   | Mexico      |
| Antonio Moreno Taquería              | Mataderos 2312                                  | Mexico      |
| Around the Horn                      | 120 Hanover Sq.                                 | UK          |
| B's Beverages                        | Fauntleroy Circus                               | UK          |
| Berglunds snabbköp                   | Berguvsvägen 8                                  | Sweden      |
| Blauer See Delikatessen              | Forsterstr. 57                                  | Germany     |
| Blondel père et fils                 | 24, place Kléber                                | France      |
| Bólido Comidas preparadas            | C/ Araquil, 67                                  | Spain       |
| Bon app'                             | 12, rue des Bouchers                            | France      |
| Bottom-Dollar Marketse               | 23 Tsawassen Blvd.                              | Canada      |
| Cactus Comidas para llevar           | Cerrito 333                                     | Argentina   |
| Centro comercial Moctezuma           | Sierras de Granada 9993                         | Mexico      |
| Chop-suey Chinese                    | Hauptstr. 29                                    | Switzerland |
| Comércio Mineiro                     | Av. dos Lusíadas, 23                            | Brazil      |
| Consolidated Holdings                | Berkeley Gardens 12 Brewery                     | UK          |
| Die Wandernde Kuh                    | Adenauerallee 900                               | Germany     |
| Drachenblut Delikatessend            | Walserweg 21                                    | Germany     |
| Du monde entier                      | 67, rue des Cinquante Otages                    | France      |
| Eastern Connection                   | 35 King George                                  | UK          |
| Ernst Handel                         | Kirchgasse 6                                    | Austria     |
| Familia Arquibaldo                   | Rua Orós, 92                                    | Brazil      |
| FISSA Fabrica Inter. Salchichas S.A. | C/ Moralzarzal, 86                              | Spain       |
| Folies gourmandes                    | 184, chaussée de Tournai                        | France      |
| Folk och fä HB                       | Åkergatan 24                                    | Sweden      |
| France restauration                  | 54, rue Royale                                  | France      |
| Franchi S.p.A.                       | Via Monte Bianco 34                             | Italy       |
| Frankenversand                       | Berliner Platz 43                               | Germany     |
| Furia Bacalhau e Frutos do Mar       | Jardim das rosas n. 32                          | Portugal    |
| Galería del gastrónomo               | Rambla de Cataluña, 23                          | Spain       |
| Godos Cocina Típica                  | C/ Romero, 33                                   | Spain       |
| Gourmet Lanchonetes                  | Av. Brasil, 442                                 | Brazil      |
| Great Lakes Food Market              | 2732 Baker Blvd.                                | USA         |
| GROSELLA-Restaurante                 | 5ª Ave. Los Palos Grandes                       | Venezuela   |
| Hanari Carnes                        | Rua do Paço, 67                                 | Brazil      |
| HILARIÓN-Abastos                     | Carrera 22 con Ave. Carlos Soublette #8-35      | Venezuela   |
| Hungry Coyote Import Store           | City Center Plaza 516 Main St.                  | USA         |
| Hungry Owl All-Night Grocers         | 8 Johnstown Road                                | Ireland     |
| Island Trading                       | Garden House Crowther Way                       | UK          |
| Königlich Essen                      | Maubelstr. 90                                   | Germany     |
| La corne d'abondance                 | 67, avenue de l'Europe                          | France      |
| La maison d'Asie                     | 1 rue Alsace-Lorraine                           | France      |
| Laughing Bacchus Wine Cellars        | 1900 Oak St.                                    | Canada      |
| Lazy K Kountry Store                 | 12 Orchestra Terrace                            | USA         |
| Lehmanns Marktstand                  | Magazinweg 7                                    | Germany     |
| Let's Stop N Shop                    | 87 Polk St. Suite 5                             | USA         |
| LILA-Supermercado                    | Carrera 52 con Ave. Bolívar #65-98 Llano Largo  | Venezuela   |
| LINO-Delicateses                     | Ave. 5 de Mayo Porlamar                         | Venezuela   |
| Lonesome Pine Restaurant             | 89 Chiaroscuro Rd.                              | USA         |
| Magazzini Alimentari Riuniti         | Via Ludovico il Moro 22                         | Italy       |
| Maison Dewey                         | Rue Joseph-Bens 532                             | Belgium     |
| Mère Paillarde                       | 43 rue St. Laurent                              | Canada      |
| Morgenstern Gesundkost               | Heerstr. 22                                     | Germany     |
| North/South                          | South House 300 Queensbridge                    | UK          |
| Océano Atlántico Ltda.               | Ing. Gustavo Moncada 8585 Piso 20-A             | Argentina   |
| Old World Delicatessen               | 2743 Bering St.                                 | USA         |
| Ottilies Käseladen                   | Mehrheimerstr. 369                              | Germany     |
| Paris spécialités                    | 265, boulevard Charonne                         | France      |
| Pericles Comidas clásicas            | Calle Dr. Jorge Cash 321                        | Mexico      |
| Piccolo und mehr                     | Geislweg 14                                     | Austria     |
| Princesa Isabel Vinhoss              | Estrada da saúde n. 58                          | Portugal    |
| Que Delícia                          | Rua da Panificadora, 12                         | Brazil      |
| Queen Cozinha                        | Alameda dos Canàrios, 891                       | Brazil      |
| QUICK-Stop                           | Taucherstraße 10                                | Germany     |
| Rancho grande                        | Av. del Libertador 900                          | Argentina   |
| Rattlesnake Canyon Grocery           | 2817 Milton Dr.                                 | USA         |
| Reggiani Caseifici                   | Strada Provinciale 124                          | Italy       |
| Ricardo Adocicados                   | Av. Copacabana, 267                             | Brazil      |
| Richter Supermarkt                   | Grenzacherweg 237                               | Switzerland |
| Romero y tomillo                     | Gran Vía, 1                                     | Spain       |
| Santé Gourmet                        | Erling Skakkes gate 78                          | Norway      |
| Save-a-lot Markets                   | 187 Suffolk Ln.                                 | USA         |
| Seven Seas Imports                   | 90 Wadhurst Rd.                                 | UK          |
| Simons bistro                        | Vinbæltet 34                                    | Denmark     |
| Spécialités du monde                 | 25, rue Lauriston                               | France      |
| Split Rail Beer & Ale                | P.O. Box 555                                    | USA         |
| Suprêmes délices                     | Boulevard Tirou, 255                            | Belgium     |
| The Big Cheese                       | 89 Jefferson Way Suite 2                        | USA         |
| The Cracker Box                      | 55 Grizzly Peak Rd.                             | USA         |
| Toms Spezialitäten                   | Luisenstr. 48                                   | Germany     |
| Tortuga Restaurante                  | Avda. Azteca 123                                | Mexico      |
| Tradição Hipermercados               | Av. Inês de Castro, 414                         | Brazil      |
| Trail's Head Gourmet Provisioners    | 722 DaVinci Blvd.                               | USA         |
| Vaffeljernet                         | Smagsløget 45                                   | Denmark     |
| Victuailles en stock                 | 2, rue du Commerce                              | France      |
| Vins et alcools Chevalier            | 59 rue de l'Abbaye                              | France      |
| Wartian Herkku                       | Torikatu 38                                     | Finland     |
| Wellington Importadora               | Rua do Mercado, 12                              | Brazil      |
| White Clover Markets                 | 305 - 14th Ave. S. Suite 3B                     | USA         |
| Wilman Kala                          | Keskuskatu 45                                   | Finland     |
| Wolski                               | ul. Filtrowa 68                                 | Poland      |
+--------------------------------------+-------------------------------------------------+-------------+
91 rows in set (0.00 sec)

mysql> Select CustomerName, Address, Country from customers ORDER BY Country;
+--------------------------------------+-------------------------------------------------+-------------+
| CustomerName                         | Address                                         | Country     |
+--------------------------------------+-------------------------------------------------+-------------+
| Océano Atlántico Ltda.               | Ing. Gustavo Moncada 8585 Piso 20-A             | Argentina   |
| Rancho grande                        | Av. del Libertador 900                          | Argentina   |
| Cactus Comidas para llevar           | Cerrito 333                                     | Argentina   |
| Ernst Handel                         | Kirchgasse 6                                    | Austria     |
| Piccolo und mehr                     | Geislweg 14                                     | Austria     |
| Suprêmes délices                     | Boulevard Tirou, 255                            | Belgium     |
| Maison Dewey                         | Rue Joseph-Bens 532                             | Belgium     |
| Queen Cozinha                        | Alameda dos Canàrios, 891                       | Brazil      |
| Que Delícia                          | Rua da Panificadora, 12                         | Brazil      |
| Tradição Hipermercados               | Av. Inês de Castro, 414                         | Brazil      |
| Familia Arquibaldo                   | Rua Orós, 92                                    | Brazil      |
| Gourmet Lanchonetes                  | Av. Brasil, 442                                 | Brazil      |
| Comércio Mineiro                     | Av. dos Lusíadas, 23                            | Brazil      |
| Hanari Carnes                        | Rua do Paço, 67                                 | Brazil      |
| Wellington Importadora               | Rua do Mercado, 12                              | Brazil      |
| Ricardo Adocicados                   | Av. Copacabana, 267                             | Brazil      |
| Mère Paillarde                       | 43 rue St. Laurent                              | Canada      |
| Bottom-Dollar Marketse               | 23 Tsawassen Blvd.                              | Canada      |
| Laughing Bacchus Wine Cellars        | 1900 Oak St.                                    | Canada      |
| Simons bistro                        | Vinbæltet 34                                    | Denmark     |
| Vaffeljernet                         | Smagsløget 45                                   | Denmark     |
| Wartian Herkku                       | Torikatu 38                                     | Finland     |
| Wilman Kala                          | Keskuskatu 45                                   | Finland     |
| Spécialités du monde                 | 25, rue Lauriston                               | France      |
| La maison d'Asie                     | 1 rue Alsace-Lorraine                           | France      |
| La corne d'abondance                 | 67, avenue de l'Europe                          | France      |
| France restauration                  | 54, rue Royale                                  | France      |
| Folies gourmandes                    | 184, chaussée de Tournai                        | France      |
| Victuailles en stock                 | 2, rue du Commerce                              | France      |
| Du monde entier                      | 67, rue des Cinquante Otages                    | France      |
| Vins et alcools Chevalier            | 59 rue de l'Abbaye                              | France      |
| Bon app'                             | 12, rue des Bouchers                            | France      |
| Blondel père et fils                 | 24, place Kléber                                | France      |
| Paris spécialités                    | 265, boulevard Charonne                         | France      |
| QUICK-Stop                           | Taucherstraße 10                                | Germany     |
| Lehmanns Marktstand                  | Magazinweg 7                                    | Germany     |
| Morgenstern Gesundkost               | Heerstr. 22                                     | Germany     |
| Ottilies Käseladen                   | Mehrheimerstr. 369                              | Germany     |
| Toms Spezialitäten                   | Luisenstr. 48                                   | Germany     |
| Königlich Essen                      | Maubelstr. 90                                   | Germany     |
| Alfreds Futterkiste                  | Obere Str. 57                                   | Germany     |
| Blauer See Delikatessen              | Forsterstr. 57                                  | Germany     |
| Die Wandernde Kuh                    | Adenauerallee 900                               | Germany     |
| Frankenversand                       | Berliner Platz 43                               | Germany     |
| Drachenblut Delikatessend            | Walserweg 21                                    | Germany     |
| Hungry Owl All-Night Grocers         | 8 Johnstown Road                                | Ireland     |
| Reggiani Caseifici                   | Strada Provinciale 124                          | Italy       |
| Magazzini Alimentari Riuniti         | Via Ludovico il Moro 22                         | Italy       |
| Franchi S.p.A.                       | Via Monte Bianco 34                             | Italy       |
| Tortuga Restaurante                  | Avda. Azteca 123                                | Mexico      |
| Centro comercial Moctezuma           | Sierras de Granada 9993                         | Mexico      |
| Pericles Comidas clásicas            | Calle Dr. Jorge Cash 321                        | Mexico      |
| Antonio Moreno Taquería              | Mataderos 2312                                  | Mexico      |
| Ana Trujillo Emparedados y helados   | Avda. de la Constitución 2222                   | Mexico      |
| Santé Gourmet                        | Erling Skakkes gate 78                          | Norway      |
| Wolski                               | ul. Filtrowa 68                                 | Poland      |
| Princesa Isabel Vinhoss              | Estrada da saúde n. 58                          | Portugal    |
| Furia Bacalhau e Frutos do Mar       | Jardim das rosas n. 32                          | Portugal    |
| Bólido Comidas preparadas            | C/ Araquil, 67                                  | Spain       |
| FISSA Fabrica Inter. Salchichas S.A. | C/ Moralzarzal, 86                              | Spain       |
| Romero y tomillo                     | Gran Vía, 1                                     | Spain       |
| Galería del gastrónomo               | Rambla de Cataluña, 23                          | Spain       |
| Godos Cocina Típica                  | C/ Romero, 33                                   | Spain       |
| Berglunds snabbköp                   | Berguvsvägen 8                                  | Sweden      |
| Folk och fä HB                       | Åkergatan 24                                    | Sweden      |
| Chop-suey Chinese                    | Hauptstr. 29                                    | Switzerland |
| Richter Supermarkt                   | Grenzacherweg 237                               | Switzerland |
| North/South                          | South House 300 Queensbridge                    | UK          |
| Around the Horn                      | 120 Hanover Sq.                                 | UK          |
| B's Beverages                        | Fauntleroy Circus                               | UK          |
| Consolidated Holdings                | Berkeley Gardens 12 Brewery                     | UK          |
| Eastern Connection                   | 35 King George                                  | UK          |
| Seven Seas Imports                   | 90 Wadhurst Rd.                                 | UK          |
| Island Trading                       | Garden House Crowther Way                       | UK          |
| Trail's Head Gourmet Provisioners    | 722 DaVinci Blvd.                               | USA         |
| Old World Delicatessen               | 2743 Bering St.                                 | USA         |
| Lonesome Pine Restaurant             | 89 Chiaroscuro Rd.                              | USA         |
| White Clover Markets                 | 305 - 14th Ave. S. Suite 3B                     | USA         |
| Let's Stop N Shop                    | 87 Polk St. Suite 5                             | USA         |
| Lazy K Kountry Store                 | 12 Orchestra Terrace                            | USA         |
| Rattlesnake Canyon Grocery           | 2817 Milton Dr.                                 | USA         |
| Hungry Coyote Import Store           | City Center Plaza 516 Main St.                  | USA         |
| Save-a-lot Markets                   | 187 Suffolk Ln.                                 | USA         |
| The Cracker Box                      | 55 Grizzly Peak Rd.                             | USA         |
| The Big Cheese                       | 89 Jefferson Way Suite 2                        | USA         |
| Split Rail Beer & Ale                | P.O. Box 555                                    | USA         |
| Great Lakes Food Market              | 2732 Baker Blvd.                                | USA         |
| GROSELLA-Restaurante                 | 5ª Ave. Los Palos Grandes                       | Venezuela   |
| HILARIÓN-Abastos                     | Carrera 22 con Ave. Carlos Soublette #8-35      | Venezuela   |
| LILA-Supermercado                    | Carrera 52 con Ave. Bolívar #65-98 Llano Largo  | Venezuela   |
| LINO-Delicateses                     | Ave. 5 de Mayo Porlamar                         | Venezuela   |
